Delivery Date,Hour,da_price,rt_price
2019-01-14,5,26.54,23.9
2019-01-14,6,33.0,29.415
2019-01-14,7,68.71,68.0275
2019-01-14,8,53.33,36.7125
2019-01-14,9,33.21,51.315000000000005
2019-01-14,10,30.25,68.38
2019-01-14,11,27.9,30.564999999999998
2019-01-14,12,27.09,25.9825
2019-01-14,13,25.17,22.61
2019-01-14,14,24.18,21.82
2019-01-14,15,22.78,21.725
2019-01-14,16,22.03,21.6675
2019-01-14,17,23.89,22.3375
2019-01-14,18,33.71,34.394999999999996
2019-01-14,19,36.93,37.105
2019-01-14,20,29.29,32.9875
2019-01-14,21,27.32,30.09
2019-01-14,22,24.77,32.417500000000004
2019-01-14,23,22.64,25.9625
2019-01-14,24,22.08,23.3725
2019-01-15,1,21.04,23.0625
2019-01-15,2,20.84,22.810000000000002
2019-01-15,3,21.05,21.835
2019-01-15,4,21.05,22.3675
2019-01-15,5,22.99,25.2875
2019-01-15,6,26.85,29.875
2019-01-15,7,41.06,115.25500000000001
2019-01-15,8,36.71,31.945
2019-01-15,9,30.22,33.5975
2019-01-15,10,32.43,46.3125
2019-01-15,11,30.5,40.1875
2019-01-15,12,28.82,34.0375
2019-01-15,13,27.55,28.7925
2019-01-15,14,23.64,27.285
2019-01-15,15,22.25,24.965
2019-01-15,16,22.43,25.927500000000002
2019-01-15,17,23.39,27.315
2019-01-15,18,36.78,47.165
2019-01-15,19,35.26,30.39
2019-01-15,20,26.25,25.7
2019-01-15,21,23.1,25.22
2019-01-15,22,21.14,26.29
2019-01-15,23,20.66,21.8175
2019-01-15,24,18.9,21.345
2019-01-16,1,19.81,21.1675
2019-01-16,2,19.82,20.61
2019-01-16,3,19.96,20.645
2019-01-16,4,20.18,20.945
2019-01-16,5,21.54,21.4075
2019-01-16,6,22.56,22.6625
2019-01-16,7,39.72,43.745
2019-01-16,8,33.84,38.5625
2019-01-16,9,31.97,33.165
2019-01-16,10,30.25,37.57
2019-01-16,11,27.63,38.155
2019-01-16,12,25.05,28.072499999999998
2019-01-16,13,25.14,26.705
2019-01-16,14,23.63,21.73
2019-01-16,15,22.92,18.585
2019-01-16,16,22.3,19.2525
2019-01-16,17,22.33,18.07
2019-01-16,18,32.49,39.01
2019-01-16,19,30.25,22.47
2019-01-16,20,23.19,13.005
2019-01-16,21,21.6,21.66
2019-01-16,22,19.48,15.2675
2019-01-16,23,19.24,14.5275
2019-01-16,24,17.61,12.7775
2019-01-17,1,18.74,14.66
2019-01-17,2,17.74,14.485
2019-01-17,3,18.23,16.072499999999998
2019-01-17,4,18.23,18.0075
2019-01-17,5,22.84,16.39
2019-01-17,6,23.3,15.475000000000001
2019-01-17,7,30.01,21.19
2019-01-17,8,27.43,22.197499999999998
2019-01-17,9,27.71,22.03
2019-01-17,10,30.73,27.310000000000002
2019-01-17,11,31.18,36.3075
2019-01-17,12,32.88,35.695
2019-01-17,13,30.46,35.7325
2019-01-17,14,29.11,31.4575
2019-01-17,15,27.37,29.2875
2019-01-17,16,27.49,25.512500000000003
2019-01-17,17,27.91,25.195
2019-01-17,18,43.23,26.845
2019-01-17,19,37.36,30.86
2019-01-17,20,28.72,27.0975
2019-01-17,21,28.77,29.669999999999998
2019-01-17,22,26.63,22.565
2019-01-17,23,23.76,10.4225
2019-01-17,24,21.07,11.2475
2019-01-18,1,13.29,12.59
2019-01-18,2,12.89,8.1975
2019-01-18,3,12.37,8.432500000000001
2019-01-18,4,11.26,9.3375
2019-01-18,5,12.02,25.01
2019-01-18,6,16.55,32.2175
2019-01-18,7,23.26,46.275
2019-01-18,8,21.76,14.7475
2019-01-18,9,19.36,15.7825
2019-01-18,10,18.16,13.5375
2019-01-18,11,17.5,14.09
2019-01-18,12,15.53,11.8225
2019-01-18,13,12.54,10.0025
2019-01-18,14,10.16,7.08
2019-01-18,15,9.54,8.055
2019-01-18,16,9.57,8.775
2019-01-18,17,11.64,10.19
2019-01-18,18,19.39,38.885
2019-01-18,19,16.72,24.25
2019-01-18,20,12.46,21.325
2019-01-18,21,11.52,17.775
2019-01-18,22,10.91,7.865
2019-01-18,23,8.58,4.3
2019-01-18,24,6.61,0.66
2019-01-19,1,1.48,-0.44499999999999995
2019-01-19,2,1.73,-0.2625
2019-01-19,3,2.09,0.0025
2019-01-19,4,1.92,0.9425
2019-01-19,5,3.44,12.785
2019-01-19,6,4.48,16.1175
2019-01-19,7,10.9,20.8625
2019-01-19,8,14.49,25.9575
2019-01-19,9,19.97,55.1325
2019-01-19,10,16.95,18.785
2019-01-19,11,15.96,8.6125
2019-01-19,12,17.01,12.44
2019-01-19,13,18.39,19.2075
2019-01-19,14,19.64,16.3925
2019-01-19,15,21.21,9.19
2019-01-19,16,22.0,11.3675
2019-01-19,17,23.14,14.015
2019-01-19,18,35.44,25.035
2019-01-19,19,53.14,41.295
2019-01-19,20,44.86,34.0175
2019-01-19,21,39.62,39.322500000000005
2019-01-19,22,35.33,47.3225
2019-01-19,23,32.16,31.2175
2019-01-19,24,28.72,27.475
2019-01-20,1,25.04,32.8075
2019-01-20,2,24.65,25.83
2019-01-20,3,23.16,26.4
2019-01-20,4,23.65,27.1775
2019-01-20,5,24.14,27.0775
2019-01-20,6,26.92,31.7325
2019-01-20,7,40.35,30.6925
2019-01-20,8,45.63,29.0
2019-01-20,9,50.91,27.2675
2019-01-20,10,36.54,26.2175
2019-01-20,11,28.94,23.947499999999998
2019-01-20,12,26.68,21.625
2019-01-20,13,25.01,21.875
2019-01-20,14,23.21,21.13
2019-01-20,15,21.24,21.32
2019-01-20,16,18.68,20.91
2019-01-20,17,17.77,20.494999999999997
2019-01-20,18,21.59,21.755
2019-01-20,19,24.99,21.35
2019-01-20,20,19.68,10.2775
2019-01-20,21,19.69,4.96
2019-01-20,22,16.72,6.465
2019-01-20,23,12.41,7.2325
2019-01-20,24,12.22,4.7575
2019-01-21,1,9.13,3.705
2019-01-21,2,9.92,3.455
2019-01-21,3,9.41,3.6025
2019-01-21,4,9.1,6.3475
2019-01-21,5,10.0,7.26
2019-01-21,6,11.02,7.8
2019-01-21,7,23.52,8.0475
2019-01-21,8,20.31,8.504999999999999
2019-01-21,9,14.17,8.1775
2019-01-21,10,11.55,7.609999999999999
2019-01-21,11,10.26,6.205
2019-01-21,12,8.91,4.9174999999999995
2019-01-21,13,9.51,3.1825
2019-01-21,14,10.79,2.7375
2019-01-21,15,9.89,0.9275
2019-01-21,16,9.9,0.7050000000000001
2019-01-21,17,11.03,1.4949999999999999
2019-01-21,18,16.65,5.7475000000000005
2019-01-21,19,14.68,8.545
2019-01-21,20,11.8,7.4925
2019-01-21,21,11.59,6.8225
2019-01-21,22,9.23,4.97
2019-01-21,23,7.7,0.8425
2019-01-21,24,4.66,-0.665
2019-01-22,1,0.95,-0.6925
2019-01-22,2,0.63,-0.385
2019-01-22,3,0.72,-0.195
2019-01-22,4,1.3,0.5075000000000001
2019-01-22,5,1.86,7.4175
2019-01-22,6,9.18,17.9925
2019-01-22,7,19.41,24.5925
2019-01-22,8,18.8,21.725
2019-01-22,9,17.92,20.8275
2019-01-22,10,20.05,21.2875
2019-01-22,11,19.2,21.075
2019-01-22,12,17.16,20.2575
2019-01-22,13,17.6,22.1175
2019-01-22,14,15.76,15.265
2019-01-22,15,12.48,3.9575
2019-01-22,16,13.26,3.725
2019-01-22,17,11.55,3.64
2019-01-22,18,19.08,4.975
2019-01-22,19,20.8,6.93
2019-01-22,20,14.35,7.51
2019-01-22,21,14.37,7.595
2019-01-22,22,14.9,9.8025
2019-01-22,23,13.78,17.665
2019-01-22,24,13.21,19.4075
2019-01-23,1,15.01,21.955
2019-01-23,2,18.34,22.9125
2019-01-23,3,19.24,21.52
2019-01-23,4,20.8,22.2825
2019-01-23,5,23.78,24.4025
2019-01-23,6,23.41,25.935000000000002
2019-01-23,7,38.01,57.927499999999995
2019-01-23,8,36.19,57.46
2019-01-23,9,33.63,71.2475
2019-01-23,10,30.08,119.39
2019-01-23,11,28.4,34.175
2019-01-23,12,25.09,29.995
2019-01-23,13,24.32,23.2775
2019-01-23,14,21.02,21.015
2019-01-23,15,20.48,20.1225
2019-01-23,16,20.94,19.06
2019-01-23,17,21.67,19.439999999999998
2019-01-23,18,32.46,23.1225
2019-01-23,19,49.81,51.805
2019-01-23,20,39.4,51.754999999999995
2019-01-23,21,34.31,41.885000000000005
2019-01-23,22,27.5,32.11
2019-01-23,23,25.0,25.5175
2019-01-23,24,22.86,22.615000000000002
2019-01-24,1,21.1,21.58
2019-01-24,2,20.43,20.9925
2019-01-24,3,19.78,19.3
2019-01-24,4,20.4,14.5875
2019-01-24,5,22.6,12.235
2019-01-24,6,30.12,13.129999999999999
2019-01-24,7,75.83,13.9725
2019-01-24,8,48.45,16.48
2019-01-24,9,30.58,18.6875
2019-01-24,10,27.1,22.655
2019-01-24,11,24.48,20.9825
2019-01-24,12,22.05,21.7775
2019-01-24,13,20.55,20.8425
2019-01-24,14,19.68,20.57
2019-01-24,15,18.53,19.5425
2019-01-24,16,17.75,18.9125
2019-01-24,17,17.4,18.075
2019-01-24,18,27.5,19.2825
2019-01-24,19,31.59,21.3475
2019-01-24,20,20.82,20.9075
2019-01-24,21,21.57,20.502499999999998
2019-01-24,22,25.82,19.7425
2019-01-24,23,22.9,19.52
2019-01-24,24,21.65,19.4525
2019-01-25,1,23.05,19.57
2019-01-25,2,23.52,19.6825
2019-01-25,3,24.27,19.8725
2019-01-25,4,27.75,20.585
2019-01-25,5,25.17,21.2425
2019-01-25,6,31.85,26.9425
2019-01-25,7,67.06,47.2725
2019-01-25,8,53.36,42.275
2019-01-25,9,36.54,34.0075
2019-01-25,10,33.36,27.625
2019-01-25,11,27.85,23.807499999999997
2019-01-25,12,27.18,23.715
2019-01-25,13,25.94,22.1
2019-01-25,14,23.96,20.565
2019-01-25,15,22.04,19.7375
2019-01-25,16,21.66,19.435
2019-01-25,17,22.94,19.8975
2019-01-25,18,31.5,22.2475
2019-01-25,19,42.56,22.59
2019-01-25,20,34.9,22.175
2019-01-25,21,29.78,21.665
2019-01-25,22,28.62,21.095
2019-01-25,23,24.03,21.7075
2019-01-25,24,23.85,22.525
2019-01-26,1,23.0,23.7125
2019-01-26,2,21.21,23.11
2019-01-26,3,21.14,24.5875
2019-01-26,4,21.17,24.4525
2019-01-26,5,22.39,24.1175
2019-01-26,6,24.14,26.4225
2019-01-26,7,28.53,29.3775
2019-01-26,8,32.45,36.38
2019-01-26,9,33.52,45.557500000000005
2019-01-26,10,37.24,36.1425
2019-01-26,11,31.37,28.095
2019-01-26,12,26.62,21.8175
2019-01-26,13,23.77,20.4275
2019-01-26,14,22.12,20.695
2019-01-26,15,21.62,20.447499999999998
2019-01-26,16,20.12,20.305
2019-01-26,17,20.67,20.2025
2019-01-26,18,26.69,22.4725
2019-01-26,19,35.55,31.1875
2019-01-26,20,26.77,25.5675
2019-01-26,21,26.54,23.845
2019-01-26,22,26.6,23.1725
2019-01-26,23,23.6,32.14
2019-01-26,24,22.62,26.0475
2019-01-27,1,24.81,22.97
2019-01-27,2,23.93,23.845
2019-01-27,3,21.73,24.95
2019-01-27,4,21.48,25.5125
2019-01-27,5,21.64,21.8675
2019-01-27,6,22.72,21.67
2019-01-27,7,27.16,23.5475
2019-01-27,8,29.05,23.795
2019-01-27,9,34.01,24.560000000000002
2019-01-27,10,37.83,23.9875
2019-01-27,11,30.22,22.7075
2019-01-27,12,28.29,21.6575
2019-01-27,13,22.57,20.8675
